dangerous_permissions_count,total_permissions_count,has_perm_read_sms,has_perm_send_sms,has_perm_read_contacts,has_perm_access_fine_location,has_perm_record_audio,has_perm_camera,suspicious_api_count,crypto_api_count,network_api_count,sms_api_count,total_opcodes,reflection_opcodes,activities_count,services_count,receivers_count,suspicious_strings,url_count,avg_string_length,is_debug_cert,file_size,label,file_name,file_path
6,44,1,0,1,0,0,0,26,17,44,3,1048,114,9,6,6,0,70,111.62582359416349,0,27779335,benign,sample_0536.apk,/sample/path/sample_0536.apk
2,49,0,0,1,1,0,1,21,6,26,5,37355,87,16,2,9,2,90,169.8879875718034,0,47747785,benign,sample_0537.apk,/sample/path/sample_0537.apk
0,26,0,0,0,0,0,1,19,16,48,9,43460,268,3,1,13,5,5,108.31759178301533,1,10484230,suspicious,sample_0538.apk,/sample/path/sample_0538.apk
1,36,0,1,1,0,1,0,1,4,17,6,7840,458,17,5,4,19,47,41.279176847428886,0,14670511,suspicious,sample_0539.apk,/sample/path/sample_0539.apk
13,10,0,0,0,0,0,1,25,17,13,3,60768,291,8,7,5,21,15,45.89666461534094,0,27864699,suspicious,sample_0540.apk,/sample/path/sample_0540.apk
9,29,1,0,1,0,0,0,3,3,25,3,64472,8,19,3,4,12,22,70.2005392935627,0,39645181,benign,sample_0541.apk,/sample/path/sample_0541.apk
0,42,0,0,0,0,0,0,2,9,8,2,62877,342,15,0,13,6,15,105.62014117115474,0,32352046,benign,sample_0542.apk,/sample/path/sample_0542.apk
4,49,0,0,0,0,0,1,20,7,36,1,15901,239,14,0,4,13,37,44.09459514036208,0,36044928,benign,sample_0543.apk,/sample/path/sample_0543.apk
5,7,0,0,0,0,0,0,10,19,9,1,73144,445,10,6,10,21,52,79.04090961463857,0,44721259,benign,sample_0544.apk,/sample/path/sample_0544.apk
11,6,1,1,0,1,0,1,15,0,10,8,79413,254,9,6,2,18,35,75.73040839400856,0,2332907,malware,sample_0545.apk,/sample/path/sample_0545.apk
13,22,0,0,0,0,1,0,0,2,26,1,57241,285,2,4,12,0,41,62.27427390145749,0,22659057,benign,sample_0546.apk,/sample/path/sample_0546.apk
4,19,1,0,0,1,0,0,25,3,39,0,70306,270,18,0,10,22,1,49.22459415907807,0,38305845,suspicious,sample_0547.apk,/sample/path/sample_0547.apk
5,46,0,0,0,0,0,0,8,10,20,1,16861,59,4,5,7,7,73,94.72998801090903,0,35847505,benign,sample_0548.apk,/sample/path/sample_0548.apk
0,42,0,0,0,0,0,0,8,3,38,7,69476,117,2,6,12,8,4,167.2874353425766,0,41663603,benign,sample_0549.apk,/sample/path/sample_0549.apk
9,43,0,0,0,1,0,1,16,4,37,9,91744,279,7,4,13,14,47,184.3910103358669,0,1605599,benign,sample_0550.apk,/sample/path/sample_0550.apk
2,23,0,0,0,0,0,0,14,1,10,6,58801,66,5,2,5,12,41,93.1776816590181,0,25299863,benign,sample_0551.apk,/sample/path/sample_0551.apk
0,44,0,0,0,1,0,0,6,4,22,0,31383,9,15,4,7,14,52,47.15842294928938,0,21440897,benign,sample_0552.apk,/sample/path/sample_0552.apk
5,25,0,0,0,1,0,0,11,0,21,2,38317,492,19,9,5,20,99,120.19388583859714,1,27847645,suspicious,sample_0553.apk,/sample/path/sample_0553.apk
10,11,0,0,1,0,1,0,2,17,31,2,2408,89,17,2,13,2,12,70.62424474093798,0,17283033,benign,sample_0554.apk,/sample/path/sample_0554.apk
2,44,0,0,0,0,0,0,23,10,26,5,80311,45,12,0,13,9,23,115.4328684268277,0,2247880,benign,sample_0555.apk,/sample/path/sample_0555.apk
0,42,0,0,0,0,0,0,24,10,43,9,27673,495,5,7,13,4,87,115.39284355083001,0,26238671,benign,sample_0556.apk,/sample/path/sample_0556.apk
11,40,0,0,0,1,0,0,22,10,36,8,44262,386,8,5,3,11,43,108.35894696388186,0,14438654,suspicious,sample_0557.apk,/sample/path/sample_0557.apk
9,18,0,0,1,0,0,0,11,2,3,5,86195,466,10,0,0,15,8,119.34884122356355,1,27936182,suspicious,sample_0558.apk,/sample/path/sample_0558.apk
8,16,0,0,0,1,0,1,6,2,7,1,20056,106,2,8,4,23,18,111.34502938629286,0,30074829,benign,sample_0559.apk,/sample/path/sample_0559.apk
6,40,0,0,0,1,0,1,3,7,31,0,98552,136,13,1,12,8,29,145.28557784034575,0,21274936,benign,sample_0560.apk,/sample/path/sample_0560.apk
4,39,1,0,0,0,0,0,9,2,6,9,4212,195,18,8,3,23,13,16.091912298292954,0,18102953,benign,sample_0561.apk,/sample/path/sample_0561.apk
4,27,0,0,0,0,0,1,20,15,46,2,25220,115,19,1,9,11,15,79.23339892655915,0,21563046,benign,sample_0562.apk,/sample/path/sample_0562.apk
11,5,0,1,0,0,0,0,15,18,14,9,83093,435,10,4,14,11,59,87.29376535780139,0,36575423,malware,sample_0563.apk,/sample/path/sample_0563.apk
6,32,0,1,0,0,1,0,13,1,7,6,18349,484,5,8,0,8,5,163.14313587458312,0,22584360,malware,sample_0564.apk,/sample/path/sample_0564.apk
4,18,0,0,0,1,0,1,5,1,12,6,6400,219,11,0,7,1,29,90.34652900868798,0,27098302,benign,sample_0565.apk,/sample/path/sample_0565.apk
5,9,0,0,0,0,0,0,15,11,13,7,12025,410,18,3,12,8,25,167.87527325615162,0,33150691,benign,sample_0566.apk,/sample/path/sample_0566.apk
8,18,0,0,1,0,1,0,15,19,31,7,73976,463,6,7,2,24,57,188.30896034950436,0,39237456,benign,sample_0567.apk,/sample/path/sample_0567.apk
11,19,0,0,1,1,0,0,2,15,27,1,25111,414,4,0,0,6,81,10.593113757717829,0,25387289,benign,sample_0568.apk,/sample/path/sample_0568.apk
13,29,0,0,1,1,0,0,19,12,19,7,67612,67,2,1,1,24,93,137.81558618508288,0,6616467,suspicious,sample_0569.apk,/sample/path/sample_0569.apk
9,32,0,0,1,1,0,1,17,16,26,5,11057,65,6,4,12,17,65,152.4288929083145,0,18729610,benign,sample_0570.apk,/sample/path/sample_0570.apk
9,47,1,1,1,1,0,0,21,18,3,7,10638,347,7,0,2,21,47,51.799899724958784,0,16158830,malware,sample_0571.apk,/sample/path/sample_0571.apk
13,43,0,0,0,1,0,1,23,17,36,7,79118,182,4,1,4,15,13,152.71797635077377,1,20641837,suspicious,sample_0572.apk,/sample/path/sample_0572.apk
8,42,0,0,1,1,0,1,26,1,10,7,62477,244,14,9,9,7,7,122.40387135418054,0,14063930,suspicious,sample_0573.apk,/sample/path/sample_0573.apk
14,20,1,0,0,1,0,1,1,12,32,9,46650,106,5,0,3,12,7,108.65308139601026,1,27400322,suspicious,sample_0574.apk,/sample/path/sample_0574.apk
13,30,0,0,0,0,0,0,24,15,12,3,89242,132,5,3,7,3,33,74.79324769264858,0,38367093,suspicious,sample_0575.apk,/sample/path/sample_0575.apk
1,23,0,0,0,0,0,0,12,15,21,3,81140,19,2,2,14,22,18,198.1711416199839,0,38034501,benign,sample_0576.apk,/sample/path/sample_0576.apk
13,8,1,0,0,0,0,1,9,15,24,7,62710,94,14,5,13,5,77,127.4282990335101,0,36439056,benign,sample_0577.apk,/sample/path/sample_0577.apk
7,43,0,0,1,1,0,0,16,16,48,3,85816,209,2,7,12,22,56,50.14415713828818,0,49104371,benign,sample_0578.apk,/sample/path/sample_0578.apk
6,45,0,0,0,0,0,0,24,13,1,6,37080,17,6,4,7,1,96,139.77348051389058,0,45961150,benign,sample_0579.apk,/sample/path/sample_0579.apk
14,17,0,0,0,1,0,0,23,8,35,8,23787,440,14,7,14,23,6,16.052784880369416,0,12801782,suspicious,sample_0580.apk,/sample/path/sample_0580.apk
4,48,0,0,1,1,1,1,20,17,38,4,18189,431,8,4,11,21,15,92.49545247305922,0,10616994,benign,sample_0581.apk,/sample/path/sample_0581.apk
3,33,0,0,0,1,0,0,0,1,7,5,52224,449,19,8,8,12,69,90.63529562222179,0,47761486,benign,sample_0582.apk,/sample/path/sample_0582.apk
1,11,0,0,1,1,0,0,6,7,38,3,8970,306,15,3,14,24,12,129.7761759468399,0,13651747,benign,sample_0583.apk,/sample/path/sample_0583.apk
1,12,0,0,1,1,0,0,17,18,42,2,32335,371,19,9,4,19,40,147.3511914150778,0,42243886,benign,sample_0584.apk,/sample/path/sample_0584.apk
7,25,0,0,0,1,1,1,28,5,36,3,44168,28,18,6,9,2,92,59.475498161563614,0,19171905,benign,sample_0585.apk,/sample/path/sample_0585.apk
8,49,0,0,0,0,0,0,27,12,43,2,5860,145,1,8,10,6,43,62.004884262840086,0,36586154,suspicious,sample_0586.apk,/sample/path/sample_0586.apk
3,23,0,1,0,1,1,0,17,0,23,4,39187,361,2,8,1,22,55,179.9594150130848,0,43672886,malware,sample_0587.apk,/sample/path/sample_0587.apk
10,21,0,0,0,1,1,0,4,8,25,9,1395,445,10,2,4,4,26,17.83142873082291,0,8265584,benign,sample_0588.apk,/sample/path/sample_0588.apk
9,25,0,0,0,0,1,1,12,0,24,7,57132,261,14,5,6,10,30,11.371789930706374,0,23830859,benign,sample_0589.apk,/sample/path/sample_0589.apk
5,6,1,0,0,0,0,1,10,2,29,5,38697,316,14,8,1,18,43,10.825372878977083,0,48833579,benign,sample_0590.apk,/sample/path/sample_0590.apk
11,22,0,1,0,1,0,0,11,0,22,5,37660,48,14,0,5,6,89,88.67288689588511,0,30953486,malware,sample_0591.apk,/sample/path/sample_0591.apk
3,25,0,0,0,0,0,0,24,17,13,5,13875,83,6,9,13,8,93,96.53952243857985,0,28139568,benign,sample_0592.apk,/sample/path/sample_0592.apk
1,20,0,1,0,0,0,0,26,13,39,8,83427,24,3,4,5,21,25,156.18519759975243,0,31675718,malware,sample_0593.apk,/sample/path/sample_0593.apk
13,34,1,1,1,0,0,1,13,3,37,4,20547,254,1,5,8,14,2,122.38681110564669,0,27417345,malware,sample_0594.apk,/sample/path/sample_0594.apk
12,8,1,0,1,1,0,1,20,14,34,4,82748,212,12,6,4,6,72,163.77513746035345,0,19602995,suspicious,sample_0595.apk,/sample/path/sample_0595.apk
1,14,0,0,0,1,0,1,24,18,48,1,83762,350,18,6,11,21,42,125.93392948496195,0,2717222,benign,sample_0596.apk,/sample/path/sample_0596.apk
3,17,0,0,1,1,0,0,14,3,26,5,13194,358,6,2,3,9,93,49.00161816462512,0,11140380,benign,sample_0597.apk,/sample/path/sample_0597.apk
3,47,1,0,0,1,1,0,28,1,21,7,54143,442,7,9,10,3,38,166.3225028053734,1,40659615,suspicious,sample_0598.apk,/sample/path/sample_0598.apk
5,38,0,0,0,1,1,0,21,17,11,6,13210,108,7,8,9,9,97,61.20701803147648,0,15626405,benign,sample_0599.apk,/sample/path/sample_0599.apk
8,49,0,0,0,1,1,0,22,14,39,0,77639,326,19,1,13,17,46,169.7051377827402,0,23487549,suspicious,sample_0600.apk,/sample/path/sample_0600.apk
2,30,0,0,0,0,0,0,28,10,4,0,4959,185,8,9,11,9,12,71.15086068825084,0,39679027,benign,sample_0601.apk,/sample/path/sample_0601.apk
0,24,0,0,0,0,0,0,22,16,3,2,47901,56,9,6,14,8,87,146.65017505041985,0,43547919,benign,sample_0602.apk,/sample/path/sample_0602.apk
14,29,0,0,0,1,0,0,11,5,27,9,20483,295,15,5,10,5,67,92.13154467975203,0,24110754,benign,sample_0603.apk,/sample/path/sample_0603.apk
2,16,0,0,0,0,1,0,28,15,37,4,24696,488,19,1,8,22,36,165.70840455491353,0,17795119,suspicious,sample_0604.apk,/sample/path/sample_0604.apk
3,24,0,0,0,1,0,0,22,13,18,6,53442,474,7,3,11,22,26,144.90557605829352,0,33138462,benign,sample_0605.apk,/sample/path/sample_0605.apk
1,24,0,0,1,0,1,0,14,12,21,1,28097,141,6,1,7,3,20,61.59350604700344,0,49160813,benign,sample_0606.apk,/sample/path/sample_0606.apk
11,10,1,0,1,0,0,0,9,11,16,4,92685,354,15,6,13,5,67,128.9108665496159,0,18270712,benign,sample_0607.apk,/sample/path/sample_0607.apk
8,10,0,0,0,1,0,0,9,17,8,0,6452,49,15,1,10,13,53,152.18057221327325,0,23783388,benign,sample_0608.apk,/sample/path/sample_0608.apk
14,23,0,0,0,0,1,1,17,2,3,6,49217,263,16,3,14,6,16,169.25024826620648,0,23342207,suspicious,sample_0609.apk,/sample/path/sample_0609.apk
11,22,0,0,0,0,0,1,24,8,26,8,4491,46,11,0,1,0,71,58.69570083597545,0,41982357,suspicious,sample_0610.apk,/sample/path/sample_0610.apk
1,26,1,0,1,1,1,1,14,6,36,3,8867,307,15,9,7,13,89,145.81403150494273,0,30608705,benign,sample_0611.apk,/sample/path/sample_0611.apk
12,31,0,0,0,1,0,1,26,16,19,6,21010,487,7,2,14,19,43,45.75799651917384,0,31823704,suspicious,sample_0612.apk,/sample/path/sample_0612.apk
8,17,0,0,0,0,0,0,17,9,1,1,94709,303,7,4,4,23,11,16.167426934832516,0,36871597,suspicious,sample_0613.apk,/sample/path/sample_0613.apk
8,8,0,0,0,1,0,0,6,13,33,2,67480,463,8,1,14,6,90,152.45304695243723,0,32174488,benign,sample_0614.apk,/sample/path/sample_0614.apk
9,18,0,1,0,0,1,0,9,19,9,9,8802,215,2,7,0,0,67,115.0377676575559,0,44499361,suspicious,sample_0615.apk,/sample/path/sample_0615.apk
11,27,0,0,0,1,0,0,4,12,26,3,57160,361,8,7,12,7,82,13.506872852589403,0,13131695,benign,sample_0616.apk,/sample/path/sample_0616.apk
8,25,0,0,0,0,0,0,29,13,18,4,68156,272,14,7,4,20,63,53.105398102983884,0,25823750,suspicious,sample_0617.apk,/sample/path/sample_0617.apk
0,5,0,1,0,1,0,1,11,2,29,5,86180,271,13,9,13,1,63,101.53360764850648,0,6895882,suspicious,sample_0618.apk,/sample/path/sample_0618.apk
8,26,0,0,0,1,0,1,28,4,39,0,13020,105,1,9,13,21,59,155.09293617941177,0,33070617,suspicious,sample_0619.apk,/sample/path/sample_0619.apk
4,10,0,1,0,1,0,0,15,5,2,1,44315,132,11,9,8,2,34,168.30979681294986,0,45913247,suspicious,sample_0620.apk,/sample/path/sample_0620.apk
2,35,0,0,0,0,0,1,25,8,15,9,24397,24,4,8,10,12,40,30.2250418782905,1,18254914,suspicious,sample_0621.apk,/sample/path/sample_0621.apk
4,20,1,0,1,1,0,1,0,16,4,5,28215,262,7,1,1,1,46,20.189394170575344,0,4686788,benign,sample_0622.apk,/sample/path/sample_0622.apk
10,44,0,0,0,1,0,0,21,1,16,8,23455,16,10,8,1,18,17,153.16574121038852,0,40709775,suspicious,sample_0623.apk,/sample/path/sample_0623.apk
1,22,0,0,0,1,0,0,11,2,5,3,30164,498,18,2,3,5,79,50.01004619593923,0,26417266,benign,sample_0624.apk,/sample/path/sample_0624.apk
2,8,0,0,0,0,0,1,23,15,43,0,57680,240,10,1,2,6,56,162.06852419475328,0,30825833,benign,sample_0625.apk,/sample/path/sample_0625.apk
6,8,0,0,0,0,1,0,10,12,13,7,35072,465,19,1,9,6,49,132.17246623510556,0,10565697,benign,sample_0626.apk,/sample/path/sample_0626.apk
13,34,0,0,1,0,1,0,5,2,35,3,26727,31,7,1,4,5,91,173.07879369633912,0,13724780,benign,sample_0627.apk,/sample/path/sample_0627.apk
9,13,0,0,0,1,0,1,14,10,10,8,80059,91,11,2,11,0,58,40.904232214803,0,13503969,benign,sample_0628.apk,/sample/path/sample_0628.apk
3,6,0,0,0,0,1,0,25,17,37,6,38403,329,17,5,10,18,80,136.98853340230488,0,46649911,benign,sample_0629.apk,/sample/path/sample_0629.apk
9,40,0,0,0,0,1,0,29,7,3,9,27008,68,6,4,2,7,8,43.23974260129566,0,33502534,suspicious,sample_0630.apk,/sample/path/sample_0630.apk
7,19,0,0,0,1,0,0,10,14,9,6,82981,386,18,8,10,19,57,138.39188446596364,1,16760206,suspicious,sample_0631.apk,/sample/path/sample_0631.apk
6,14,1,0,0,1,0,1,22,3,48,2,23580,129,4,0,14,24,96,167.9141711763717,0,32319614,suspicious,sample_0632.apk,/sample/path/sample_0632.apk
0,43,0,0,0,0,0,0,11,19,43,5,98449,51,9,1,6,8,36,83.41895674781044,0,46476103,benign,sample_0633.apk,/sample/path/sample_0633.apk
0,22,0,0,1,0,0,0,0,7,4,1,19782,70,17,5,12,21,14,16.346571249712547,0,10671832,benign,sample_0634.apk,/sample/path/sample_0634.apk
4,25,0,0,0,0,1,1,1,13,14,3,81291,338,9,6,13,12,90,21.622633481529313,0,19674894,benign,sample_0635.apk,/sample/path/sample_0635.apk
13,13,0,0,0,1,0,1,16,12,6,8,8883,252,14,2,14,18,87,143.03563655778675,0,22295678,suspicious,sample_0636.apk,/sample/path/sample_0636.apk
3,18,0,0,0,1,0,0,10,2,27,9,67912,431,16,9,0,3,66,92.38829151131803,0,7894604,benign,sample_0637.apk,/sample/path/sample_0637.apk
7,48,0,1,1,0,1,0,20,18,20,4,10664,75,14,5,0,21,33,64.74840291634125,0,31078653,malware,sample_0638.apk,/sample/path/sample_0638.apk
5,10,0,0,0,1,0,1,5,16,29,4,26654,479,17,1,8,11,21,158.59710277848586,0,25792335,benign,sample_0639.apk,/sample/path/sample_0639.apk
3,47,0,0,1,0,1,0,12,3,48,3,48958,270,14,2,9,7,85,120.26311614900273,0,11304562,benign,sample_0640.apk,/sample/path/sample_0640.apk
14,19,0,0,0,0,0,0,10,15,8,2,35206,456,4,4,6,21,89,137.54766748776808,1,19074543,suspicious,sample_0641.apk,/sample/path/sample_0641.apk
13,26,0,0,1,0,0,0,27,5,46,3,36572,202,5,1,7,14,17,53.158326879019796,0,49913920,suspicious,sample_0642.apk,/sample/path/sample_0642.apk
5,22,1,1,1,0,0,0,20,11,19,1,67198,364,17,0,4,17,39,187.04688738170773,0,23688956,malware,sample_0643.apk,/sample/path/sample_0643.apk
1,30,0,0,0,0,1,0,22,14,31,9,44610,176,1,6,12,12,66,15.907978169180641,0,42381759,benign,sample_0644.apk,/sample/path/sample_0644.apk
10,26,0,0,0,1,0,0,26,12,37,4,37244,474,14,5,5,16,74,146.3948917149401,0,48745783,suspicious,sample_0645.apk,/sample/path/sample_0645.apk
6,11,1,0,0,1,0,0,7,16,18,6,32645,334,4,6,11,12,77,130.94075878865686,0,8045158,benign,sample_0646.apk,/sample/path/sample_0646.apk
14,17,0,0,0,0,0,0,14,2,6,1,12885,113,19,3,5,7,31,47.94841863325694,1,3248753,suspicious,sample_0647.apk,/sample/path/sample_0647.apk
14,26,0,1,0,0,1,0,8,8,48,6,31632,53,1,1,3,13,31,17.390204326896967,0,20379442,malware,sample_0648.apk,/sample/path/sample_0648.apk
13,24,0,1,1,0,1,1,4,15,39,9,38146,103,9,1,2,16,51,96.4424603046721,0,42178192,malware,sample_0649.apk,/sample/path/sample_0649.apk
7,6,1,0,0,0,0,0,26,2,16,5,28426,384,16,3,12,0,16,105.54987480867965,0,6846945,benign,sample_0650.apk,/sample/path/sample_0650.apk
10,22,1,0,0,0,0,1,19,18,0,2,16115,29,9,4,12,21,36,84.62457459569664,0,36419839,suspicious,sample_0651.apk,/sample/path/sample_0651.apk
14,31,0,0,0,1,0,0,22,9,17,3,11222,234,3,2,14,5,32,116.00114797399677,0,1988807,suspicious,sample_0652.apk,/sample/path/sample_0652.apk
1,20,0,0,0,1,0,1,28,11,17,1,70377,442,17,9,1,21,82,147.69381227822606,0,4538236,benign,sample_0653.apk,/sample/path/sample_0653.apk
3,29,1,1,0,0,0,0,28,19,22,9,63294,147,13,7,8,6,71,177.42749451557177,0,17424078,malware,sample_0654.apk,/sample/path/sample_0654.apk
4,9,0,0,1,0,0,0,13,8,0,0,27732,279,7,8,10,2,11,110.74703000958611,0,44447817,benign,sample_0655.apk,/sample/path/sample_0655.apk
0,10,1,0,0,1,0,0,27,19,40,6,73657,112,1,5,14,1,47,179.09351506186948,0,34209685,benign,sample_0656.apk,/sample/path/sample_0656.apk
2,9,0,0,0,1,1,0,2,14,28,1,96049,31,7,8,4,19,13,29.13178420972259,0,45130573,benign,sample_0657.apk,/sample/path/sample_0657.apk
11,38,0,0,0,0,0,0,16,12,9,5,57751,202,3,8,14,12,41,44.7059792828326,0,32594054,benign,sample_0658.apk,/sample/path/sample_0658.apk
11,42,0,0,0,0,0,0,3,2,33,3,70082,393,13,3,12,20,28,65.79851853810288,0,25510575,benign,sample_0659.apk,/sample/path/sample_0659.apk
10,14,0,1,0,0,0,0,16,10,14,3,50454,437,14,5,0,8,38,128.0280274747946,0,40754945,malware,sample_0660.apk,/sample/path/sample_0660.apk
5,33,0,0,0,0,0,1,3,12,15,1,76569,192,18,9,13,7,42,169.2841859127432,0,11604336,benign,sample_0661.apk,/sample/path/sample_0661.apk
0,48,0,0,1,0,0,0,11,17,38,3,75967,54,4,6,9,14,11,95.61845077055212,0,40563471,benign,sample_0662.apk,/sample/path/sample_0662.apk
4,23,0,0,0,1,1,0,15,8,14,4,42598,116,8,4,8,8,18,33.339595982849794,0,7791466,benign,sample_0663.apk,/sample/path/sample_0663.apk
12,46,0,0,0,1,0,0,23,18,38,2,24453,290,18,3,5,13,34,30.704609567744,0,17809862,suspicious,sample_0664.apk,/sample/path/sample_0664.apk
6,35,0,0,0,0,1,0,7,12,21,7,80118,368,5,3,3,10,17,38.707299045023305,0,33883013,benign,sample_0665.apk,/sample/path/sample_0665.apk
6,20,0,0,0,1,1,0,18,2,29,4,15178,389,10,4,13,24,31,14.750781441612503,0,39096191,benign,sample_0666.apk,/sample/path/sample_0666.apk
5,34,0,0,0,1,0,1,25,6,45,9,31161,287,1,3,11,15,15,186.49987975879841,1,20174647,suspicious,sample_0667.apk,/sample/path/sample_0667.apk
10,10,0,0,0,1,0,0,7,7,42,7,35889,110,7,6,9,3,88,13.142053666527453,0,27911058,benign,sample_0668.apk,/sample/path/sample_0668.apk
13,49,0,0,1,1,1,1,20,8,14,4,87843,250,9,9,5,18,35,168.2808188402006,0,24789052,suspicious,sample_0669.apk,/sample/path/sample_0669.apk
13,17,0,0,1,0,0,0,16,2,33,7,34368,124,2,1,9,8,93,61.523779285128654,1,47128920,suspicious,sample_0670.apk,/sample/path/sample_0670.apk
5,48,0,0,0,0,0,1,25,19,8,6,78670,28,19,3,6,10,26,27.076873219121225,0,48820912,benign,sample_0671.apk,/sample/path/sample_0671.apk
6,26,0,0,0,0,0,0,0,1,33,3,24707,269,2,8,12,0,54,35.585240663046804,0,11518308,benign,sample_0672.apk,/sample/path/sample_0672.apk
3,16,0,0,0,0,0,0,20,9,0,5,5257,486,18,4,2,3,76,128.45204075423857,0,47941111,benign,sample_0673.apk,/sample/path/sample_0673.apk
12,31,0,0,0,1,0,0,14,17,38,6,13703,304,4,3,4,0,96,85.86685864489931,0,20424565,benign,sample_0674.apk,/sample/path/sample_0674.apk
14,10,1,0,0,1,1,0,24,15,34,0,81145,154,15,0,10,4,79,30.96746074599634,0,11615087,suspicious,sample_0675.apk,/sample/path/sample_0675.apk
2,12,1,0,0,0,0,0,12,8,48,3,70211,107,5,7,11,0,19,119.99794628733062,0,5060011,benign,sample_0676.apk,/sample/path/sample_0676.apk
8,49,1,0,1,0,0,1,10,9,1,9,53092,195,17,0,11,7,86,136.77153601275717,0,24241278,benign,sample_0677.apk,/sample/path/sample_0677.apk
12,23,0,0,1,1,0,1,11,15,7,6,59177,204,8,8,4,19,47,68.81510218650365,1,3030245,suspicious,sample_0678.apk,/sample/path/sample_0678.apk
10,40,1,0,1,0,0,0,21,6,22,9,17925,401,10,1,13,9,38,150.54359554508542,0,39785220,suspicious,sample_0679.apk,/sample/path/sample_0679.apk
0,22,0,0,0,0,0,0,7,18,19,2,53357,477,8,9,3,14,81,32.80052242720873,0,48103045,benign,sample_0680.apk,/sample/path/sample_0680.apk
13,29,1,0,1,1,0,0,3,1,20,9,25723,143,3,0,4,7,43,166.86564777644284,1,27839936,suspicious,sample_0681.apk,/sample/path/sample_0681.apk
0,19,0,0,0,1,0,0,13,8,22,0,16648,339,4,0,5,9,33,123.94378593704148,0,29194274,benign,sample_0682.apk,/sample/path/sample_0682.apk
8,13,0,0,0,1,0,0,23,10,9,4,87796,124,12,9,6,18,50,199.15413430476798,0,38645230,suspicious,sample_0683.apk,/sample/path/sample_0683.apk
4,34,0,0,1,1,0,0,26,4,47,6,38117,444,6,6,4,24,61,196.08989759874393,0,18726000,suspicious,sample_0684.apk,/sample/path/sample_0684.apk
13,12,0,0,1,1,0,0,26,15,4,3,43348,158,10,9,5,11,31,45.69909055177768,0,6891709,suspicious,sample_0685.apk,/sample/path/sample_0685.apk
3,24,1,0,0,0,0,1,28,10,15,2,23068,417,3,3,5,4,9,191.26300278264554,0,33490561,benign,sample_0686.apk,/sample/path/sample_0686.apk
11,31,0,0,0,1,0,0,11,15,23,0,24088,368,18,1,14,24,3,169.892308861354,0,47003137,benign,sample_0687.apk,/sample/path/sample_0687.apk
5,13,1,0,0,0,0,0,7,5,2,4,61360,6,4,6,4,10,14,192.40240487801654,0,39149359,benign,sample_0688.apk,/sample/path/sample_0688.apk
6,44,1,1,0,0,0,1,2,4,0,9,23695,376,9,9,1,19,68,160.39926831466832,0,25772096,suspicious,sample_0689.apk,/sample/path/sample_0689.apk
5,19,0,0,0,0,0,1,1,13,37,7,88486,337,16,4,12,11,74,106.92632296297636,0,46663297,benign,sample_0690.apk,/sample/path/sample_0690.apk
14,15,0,0,1,0,1,0,5,15,26,2,3589,95,2,6,1,20,38,170.4370663354925,0,34034114,benign,sample_0691.apk,/sample/path/sample_0691.apk
13,36,0,1,0,0,0,0,2,6,9,3,64944,301,14,0,3,5,21,190.93726307421028,0,3472385,suspicious,sample_0692.apk,/sample/path/sample_0692.apk
2,13,0,0,0,0,0,0,5,17,44,5,75354,166,19,8,2,22,11,147.55701039714876,0,17088423,benign,sample_0693.apk,/sample/path/sample_0693.apk
8,17,0,0,0,0,0,0,28,18,32,4,3164,457,14,8,5,5,50,36.04133987195044,0,31512977,suspicious,sample_0694.apk,/sample/path/sample_0694.apk
4,23,0,0,1,0,0,0,17,0,13,7,9129,306,15,1,3,0,84,193.96332968273128,1,33861749,suspicious,sample_0695.apk,/sample/path/sample_0695.apk
14,40,0,0,1,0,0,1,13,13,10,5,12154,102,18,2,3,10,82,137.35010049724244,0,18246113,benign,sample_0696.apk,/sample/path/sample_0696.apk
5,8,0,0,1,1,0,0,12,0,33,2,93040,132,10,9,11,17,57,43.28322410379439,0,34812548,benign,sample_0697.apk,/sample/path/sample_0697.apk
8,12,0,0,0,0,0,0,26,7,8,1,49070,46,18,5,1,9,32,189.8354600666099,0,27712877,suspicious,sample_0698.apk,/sample/path/sample_0698.apk
12,40,0,0,1,0,0,0,23,15,40,9,1058,76,12,2,9,22,54,163.82158145381504,0,13476500,suspicious,sample_0699.apk,/sample/path/sample_0699.apk
13,26,0,0,0,1,0,0,19,8,22,4,41262,184,6,0,5,16,76,69.12656442733154,0,38837759,suspicious,sample_0700.apk,/sample/path/sample_0700.apk
4,35,0,1,1,0,0,0,20,7,16,6,46704,385,19,3,0,6,29,128.05460407140535,0,12034167,malware,sample_0701.apk,/sample/path/sample_0701.apk
8,14,0,0,0,0,0,0,24,5,17,0,80031,66,17,7,11,16,39,114.55614940479462,0,24876491,suspicious,sample_0702.apk,/sample/path/sample_0702.apk
12,29,0,0,0,0,0,0,28,16,1,7,82993,262,4,8,8,3,28,31.551211081709884,0,47203390,suspicious,sample_0703.apk,/sample/path/sample_0703.apk
6,5,0,0,0,0,0,0,0,15,21,5,60757,3,12,8,11,16,78,155.04422890385834,0,49130995,benign,sample_0704.apk,/sample/path/sample_0704.apk
12,16,0,0,1,1,0,0,8,19,42,5,15071,13,1,6,7,8,74,189.5433897073662,0,24590030,benign,sample_0705.apk,/sample/path/sample_0705.apk
2,40,0,1,0,0,0,0,13,2,48,9,33252,116,10,9,2,23,89,143.3711714543619,0,39850418,malware,sample_0706.apk,/sample/path/sample_0706.apk
